"Name"	"Gender"	"PercentFemale"	"PercentMale"	"RangeStart"	"RangeEnd"	"nothing"	"year"	"author"	"title"
"John"	"M"	0.4	99.6	1927	1992	1075	1997	"Grisham, John"	"The Partner"
"Jk"	"F"	0	0	1927	1992	1076	1997	"Rowling, JK"	"Harry Potter and the Sorcerer's Stone"
"Charles"	"M"	0.5	99.5	1927	1992	1077	1997	"Frazier, Charles"	"Cold Mountain"
"Danielle"	"F"	99.4	0.6	1927	1992	1078	1997	"Steel, Danielle"	"The Ghost"
"Danielle"	"F"	99.4	0.6	1927	1992	1079	1997	"Steel, Danielle"	"The Ranch"
"Danielle"	"F"	99.4	0.6	1927	1992	1080	1997	"Steel, Danielle"	"Special Delivery"
"Patricia"	"F"	99.7	0.3	1927	1992	1081	1997	"Cornwell, Patricia"	"Unnatural Exposure"
"Sidney"	"M"	10	90	1927	1992	1082	1997	"Sheldon, Sidney"	"The Best Laid Plans"
"Mary Higgins"	"F"	99.6	0.4	1927	1992	1083	1997	"Clark, Mary Higgins"	"Pretend You Don't See Her"
"James"	"M"	0.5	99.5	1927	1992	1084	1997	"Patterson, James"	"Cat &amp; Mouse"
"Patricia"	"F"	99.7	0.3	1927	1992	1085	1997	"Cornwell, Patricia"	"Hornet's Nest"
"Richard Paul"	"M"	0.4	99.6	1927	1992	1086	1997	"Evans, Richard Paul"	"The Letter"
"Clive"	"M"	0	100	1927	1992	1087	1997	"Cussler, Clive"	"Flood Tide"
"Anne"	"F"	99.7	0.3	1927	1992	1088	1997	"Rice, Anne"	"Violin"
"Robert"	"M"	0.4	99.6	1927	1992	1089	1997	"Ludlum, Robert"	"The Matarese Countdown"
"Nelson"	"M"	0.7	99.3	1927	1992	1090	1997	"DeMille, Nelson"	"Plum Island"
"John"	"M"	0.4	99.6	1928	1993	1091	1998	"Grisham, John"	"The Street Lawyer"
"Tom"	"M"	0.3	99.7	1928	1993	1092	1998	"Clancy, Tom"	"Rainbow Six"
"Stephen"	"M"	0.4	99.6	1928	1993	1093	1998	"King, Stephen"	"Bag of Bones"
"Tom"	"M"	0.3	99.7	1928	1993	1094	1998	"Wolfe, Tom"	"A Man in Full"
"Danielle"	"F"	99.4	0.6	1928	1993	1095	1998	"Steel, Danielle"	"Mirror Image"
"Danielle"	"F"	99.4	0.6	1928	1993	1096	1998	"Steel, Danielle"	"The Long Road Home"
"Danielle"	"F"	99.4	0.6	1928	1993	1097	1998	"Steel, Danielle"	"The Klone and I"
"Patricia"	"F"	99.7	0.3	1928	1993	1098	1998	"Cornwell, Patricia"	"Point of Origin"
"Toni"	"F"	98.7	1.3	1928	1993	1099	1998	"Morrison, Toni"	"Paradise"
"Mary Higgins"	"F"	99.6	0.4	1928	1993	1100	1998	"Clark, Mary Higgins"	"All Through the Night"
"Wally"	"M"	4.2	95.8	1928	1993	1101	1998	"Lamb, Wally"	"I Know This Much Is True"
"Sidney"	"M"	10.8	89.2	1928	1993	1102	1998	"Sheldon, Sidney"	"Tell Me Your Dreams"
"Anne"	"F"	99.7	0.3	1928	1993	1103	1998	"Rice, Anne"	"The Vampire Armand"
"Nicholas"	"M"	0.5	99.5	1928	1993	1104	1998	"Evans, Nicholas"	"The Loop"
"Mary Higgins"	"F"	99.6	0.4	1928	1993	1105	1998	"Clark, Mary Higgins"	"You Belong to Me"
"John"	"M"	0.4	99.6	1929	1994	1106	1999	"Grisham, John"	"The Testament"
"Thomas"	"M"	0.4	99.6	1929	1994	1107	1999	"Harris, Thomas"	"Hannibal"
"Jerry"	"M"	2.5	97.5	1929	1994	1108	1999	"Jenkins, Jerry B."	"Assassins"
"Terry"	"M"	19	81	1929	1994	1109	1999	"Brooks, Terry"	"Star Wars: Episode I, The Phantom Menace"
"Michael"	"M"	0.5	99.5	1929	1994	1110	1999	"Crichton, Michael"	"Timeline"
"Stephen"	"M"	0.4	99.6	1929	1994	1111	1999	"King, Stephen"	"Hearts in Atlantis"
"Jerry"	"M"	2.5	97.5	1929	1994	1112	1999	"Jenkins, Jerry B."	"Apollyon"
"Stephen"	"M"	0.4	99.6	1929	1994	1113	1999	"King, Stephen"	"The Girl Who Loved Tom Gordon"
"Danielle"	"F"	99.4	0.6	1929	1994	1114	1999	"Steel, Danielle"	"Irresistible Forces"
"Maeve"	"F"	100	0	1929	1994	1115	1999	"Binchy, Maeve"	"Tara Road"
"Janet"	"F"	99.7	0.3	1929	1994	1116	1999	"Fitch, Janet"	"White Oleander"
"Nicholas"	"M"	0.5	99.5	1929	1994	1117	1999	"Sparks, Nicholas"	"A Walk to Remember"
"James"	"M"	0.4	99.6	1929	1994	1118	1999	"Patterson, James"	"Pop Goes the Weasel"
"Patricia"	"F"	99.7	0.3	1929	1994	1119	1999	"Cornwell, Patricia"	"Black Notice"
"Danielle"	"F"	99.4	0.6	1929	1994	1120	1999	"Steel, Danielle"	"Granny Dan"
